flight_date,registration,hour,position_count,avg_altitude,min_altitude
2024-09-25,N623FB,3,380,1976.1184210526315789,0
2024-09-25,N623FB,4,914,1854.6772428884026258,1650
2024-09-25,N622FB,5,980,2041.3265306122448980,0
2024-09-25,N623FB,5,70,1981.4285714285714286,1625
2024-09-25,N622FB,23,878,2024.3166287015945330,0
2024-09-26,N622FB,0,514,2051.4591439688715953,0
2024-09-26,N622FB,2,935,2162.0053475935828877,0
2024-09-26,N622FB,3,757,2164.7952443857331572,0
2024-09-26,N624FB,3,397,2036.2090680100755668,0
2024-09-26,N624FB,4,1029,1868.7560738581146744,0
2024-09-26,N622FB,22,1110,2185.8108108108108108,1725
2024-09-26,N622FB,23,635,2453.7007874015748031,1675
2024-09-27,N622FB,2,956,2144.2207112970711297,0
2024-09-27,N622FB,3,656,2165.0152439024390244,0
2024-09-27,N624FB,3,528,1941.5719696969696970,0
2024-09-27,N624FB,4,998,1955.8617234468937876,1675
2024-09-27,N622FB,5,928,2063.0387931034482759,0
2024-09-27,N624FB,5,159,1988.5220125786163522,0
2024-09-27,N622FB,22,157,2111.3057324840764331,0
2024-09-27,N622FB,23,1030,2142.3543689320388350,1900
2024-09-28,N622FB,0,317,2068.9274447949526814,0
2024-09-28,N622FB,2,988,2022.3178137651821862,0
2024-09-28,N622FB,3,800,1891.2187500000000000,0
2024-09-28,N625FB,3,482,1966.1307053941908714,0
2024-09-28,N622FB,4,39,1797.4358974358974359,0
2024-09-28,N625FB,4,985,2029.4670050761421320,1775
2024-09-28,N622FB,5,1132,1955.8745583038869258,1700
2024-09-28,N625FB,5,129,1901.5503875968992248,0
2024-09-28,N622FB,23,705,1834.1134751773049645,0
2024-09-29,N622FB,0,978,2047.9550102249488753,0
2024-09-29,N622FB,2,930,1845.0268817204301075,0
2024-09-29,N621FB,3,368,2070.6521739130434783,0
2024-09-29,N622FB,3,625,1886.4800000000000000,0
2024-09-29,N621FB,4,1065,1951.1971830985915493,1625
2024-09-29,N621FB,5,581,1825.6884681583476764,0
2024-09-29,N622FB,5,994,2053.3199195171026157,0
2024-09-29,N622FB,23,991,2025.1009081735620585,0
2024-09-30,N622FB,0,371,2045.8221024258760108,0
2024-09-30,N622FB,2,937,1967.2358591248665955,0
2024-09-30,N622FB,3,745,2026.4093959731543624,0
2024-09-30,N623FB,3,484,1923.8636363636363636,0
2024-09-30,N623FB,4,1085,1806.6359447004608295,1575
2024-09-30,N623FB,5,124,1851.4112903225806452,1600
2024-09-30,N625FB,5,70,1890.7142857142857143,0
2024-09-30,N622FB,23,924,1905.6006493506493506,0
2024-10-01,N622FB,0,720,1951.6319444444444444,0
2024-10-01,N622FB,1,196,1964.1581632653061224,0
2024-10-01,N622FB,2,1098,1770.6056466302367942,1550
2024-10-01,N622FB,3,617,2014.4651539708265802,0
2024-10-01,N624FB,3,535,1839.7196261682242991,0
2024-10-01,N624FB,4,973,1780.7553956834532374,1500
2024-10-01,N624FB,5,83,1932.8313253012048193,0
2024-10-01,N625FB,5,1047,1799.8806112702960840,0
2024-10-01,N622FB,22,260,1919.0384615384615385,0
2024-10-01,N622FB,23,1093,1996.1344922232387923,1600
2024-10-02,N622FB,0,144,1958.6805555555555556,0
2024-10-02,N622FB,2,979,1921.5781409601634321,0
2024-10-02,N622FB,3,680,1869.8897058823529412,0
2024-10-02,N624FB,3,464,1777.6939655172413793,0
2024-10-02,N624FB,4,1000,1699.6250000000000000,1500
2024-10-02,N621FB,5,841,1848.4542211652794293,0
2024-10-02,N622FB,23,907,2063.8643880926130099,0
2024-10-03,N622FB,0,590,2061.6101694915254237,0
2024-10-03,N622FB,1,710,2023.9084507042253521,0
2024-10-03,N622FB,2,1010,2045.3960396039603960,1675
2024-10-03,N621FB,3,356,1890.0280898876404494,0
2024-10-03,N622FB,3,305,1802.8688524590163934,0
2024-10-03,N621FB,4,1051,1966.5080875356803045,1675
2024-10-03,N621FB,5,146,1922.4315068493150685,0
2024-10-03,N622FB,5,999,1896.3463463463463463,0
2024-10-03,N622FB,23,872,1763.8474770642201835,0
2024-10-04,N622FB,0,493,1838.4888438133874239,1600
2024-10-04,N622FB,2,915,1835.4371584699453552,0
2024-10-04,N622FB,3,672,1936.3467261904761905,0
2024-10-04,N625FB,3,437,1869.0503432494279176,0
2024-10-04,N625FB,4,1071,1834.5004668534080299,1625
2024-10-04,N621FB,5,896,2015.1785714285714286,0
2024-10-04,N625FB,5,247,1869.6356275303643725,0
2024-10-04,N622FB,23,873,1886.1683848797250859,0
2024-10-05,N622FB,0,462,2029.0584415584415584,0
2024-10-05,N622FB,2,424,1775.8254716981132075,0
2024-10-05,N621FB,3,505,1888.2673267326732673,0
2024-10-05,N622FB,3,798,1957.5814536340852130,0
2024-10-05,N621FB,4,1119,1895.2636282394995532,1550
2024-10-05,N621FB,5,280,1894.1964285714285714,0
2024-10-05,N623FB,5,913,1910.4874041621029573,0
2024-10-05,N622FB,23,418,1892.8827751196172249,0
2024-10-06,N622FB,0,478,1824.0062761506276151,0
2024-10-06,N622FB,1,357,1810.0140056022408964,0
2024-10-06,N622FB,2,1073,1761.9524697110904007,1575
2024-10-06,N622FB,3,55,1830.9090909090909091,0
2024-10-06,N623FB,3,711,2093.0028129395218003,0
2024-10-06,N623FB,4,945,1977.3544973544973545,1600
2024-10-06,N622FB,5,990,1734.9242424242424242,0
2024-10-06,N623FB,5,284,2051.5845070422535211,0
2024-10-06,N624FB,23,701,1976.0699001426533524,0
2024-10-07,N624FB,0,1054,2057.3292220113851992,0
2024-10-07,N624FB,2,919,1924.7823721436343852,0
2024-10-07,N624FB,3,717,2138.1799163179916318,0
2024-10-07,N623FB,4,18,950.0000000000000000,0
2024-10-07,N623FB,5,1026,1826.0233918128654971,1625
2024-10-07,N624FB,23,863,1962.0509849362688297,0
2024-10-08,N624FB,0,545,2110.5504587155963303,0
2024-10-08,N624FB,2,946,1991.0940803382663848,0
2024-10-08,N621FB,3,401,1973.6907730673316708,0
2024-10-08,N624FB,3,654,1993.0428134556574924,0
2024-10-08,N621FB,4,1089,1862.5114784205693297,1600
2024-10-08,N621FB,5,150,2003.5000000000000000,1575
2024-10-08,N624FB,5,923,1999.0520043336944745,0
2024-10-08,N623FB,23,768,1951.1067708333333333,0
2024-10-09,N623FB,0,1092,1956.1813186813186813,0
2024-10-09,N623FB,2,786,2037.0229007633587786,0
2024-10-09,N623FB,3,636,1923.4276729559748428,0
2024-10-09,N625FB,3,458,1909.1157205240174672,0
2024-10-09,N624FB,4,8,0.00000000000000000000,0
2024-10-09,N625FB,4,988,1807.9200404858299595,1600
2024-10-09,N624FB,5,968,1980.6043388429752066,0
2024-10-09,N625FB,5,50,2048.0000000000000000,1550
2024-10-09,N621FB,23,739,1911.0284167794316644,0
2024-10-10,N621FB,0,1122,1956.6844919786096257,1675
2024-10-10,N621FB,1,448,1899.0513392857142857,0
2024-10-10,N621FB,2,917,1927.4263904034896401,0
2024-10-10,N621FB,3,1149,2006.5491731940818103,1625
2024-10-10,N624FB,3,511,1842.1722113502935421,0
2024-10-10,N621FB,4,167,1949.7005988023952096,0
2024-10-10,N623FB,4,1,0.00000000000000000000,0
2024-10-10,N624FB,4,974,1669.5328542094455852,1400
2024-10-10,N623FB,5,1006,1840.7306163021868787,0
2024-10-10,N624FB,5,86,1857.8488372093023256,1475
2024-10-10,N621FB,22,1163,2347.2914875322441960,1675
2024-10-10,N621FB,23,151,2091.3907284768211921,0
2024-10-10,N624FB,23,661,1664.5612708018154312,0
2024-10-11,N624FB,0,518,1714.1409266409266409,0
2024-10-11,N624FB,1,301,1783.7209302325581395,0
2024-10-11,N621FB,2,991,2110.1917255297679112,0
2024-10-11,N624FB,2,1084,1842.6199261992619926,0
2024-10-11,N621FB,3,543,2110.2670349907918969,0
2024-10-11,N623FB,3,486,1911.3683127572016461,0
2024-10-11,N623FB,4,1095,1949.3835616438356164,1625
2024-10-11,N622FB,5,981,1886.7227319062181448,0
2024-10-11,N623FB,5,211,1836.2559241706161137,0
2024-10-11,N623FB,22,1148,1985.4094076655052265,1775
2024-10-11,N623FB,23,392,1648.4693877551020408,0
2024-10-12,N623FB,0,561,1946.8360071301247772,0
2024-10-12,N625FB,3,769,1984.0377113133940182,0
2024-10-12,N625FB,4,931,1870.0859291084854995,1475
2024-10-12,N622FB,5,997,1895.1855566700100301,0
2024-10-12,N625FB,5,289,2006.6608996539792388,0
2024-10-12,N622FB,22,175,1800.2857142857142857,0
2024-10-12,N622FB,23,847,1972.5206611570247934,0
2024-10-13,N622FB,0,131,2037.4045801526717557,0
2024-10-13,N622FB,2,828,1733.7258454106280193,0
2024-10-13,N621FB,3,408,1847.9166666666666667,0
2024-10-13,N622FB,3,586,1747.8668941979522184,0
2024-10-13,N621FB,4,1065,1831.2441314553990610,1525
2024-10-13,N621FB,5,551,1963.2486388384754991,0
2024-10-13,N622FB,5,1058,2050.6616257088846881,0
2024-10-13,N623FB,22,345,2004.4927536231884058,0
2024-10-13,N622FB,23,992,1912.6008064516129032,0
2024-10-13,N623FB,23,854,1873.0386416861826698,1600
2024-10-14,N622FB,0,556,1896.8974820143884892,0
2024-10-14,N623FB,0,381,1949.8031496062992126,1500
2024-10-14,N622FB,2,795,1997.4528301886792453,0
2024-10-14,N621FB,3,487,1784.9075975359342916,0
2024-10-14,N622FB,3,852,1988.2042253521126761,0
2024-10-14,N621FB,4,1113,1958.0188679245283019,1650
2024-10-14,N622FB,4,1,0.00000000000000000000,0
2024-10-14,N621FB,5,250,1778.6000000000000000,0
2024-10-14,N622FB,5,1085,2485.0691244239631336,0
2024-10-14,N622FB,23,882,1942.7154195011337868,0
2024-10-15,N622FB,0,556,1884.6672661870503597,0
2024-10-15,N622FB,2,963,1857.0872274143302181,0
2024-10-15,N623FB,2,493,2122.1095334685598377,0
2024-10-15,N622FB,3,768,1898.4049479166666667,0
2024-10-15,N623FB,3,712,1800.5266853932584270,0
2024-10-15,N624FB,3,489,1728.3742331288343558,0
2024-10-15,N622FB,4,1,0.00000000000000000000,0
2024-10-15,N624FB,4,950,1776.2894736842105263,1525
2024-10-15,N622FB,5,1003,1850.5732801595214357,0
2024-10-15,N624FB,5,105,1775.7142857142857143,0
2024-10-15,N622FB,22,194,2035.0515463917525773,0
2024-10-15,N622FB,23,1093,1919.4419030192131747,1525
2024-10-16,N622FB,0,1058,1823.3931947069943289,0
2024-10-16,N621FB,2,981,2627.3700305810397554,0
2024-10-16,N622FB,2,869,1958.3716915995397008,0
2024-10-16,N621FB,3,573,2553.0977312390924956,0
2024-10-16,N622FB,3,943,1917.0731707317073171,1600
2024-10-16,N624FB,3,450,1911.1666666666666667,0
2024-10-16,N622FB,4,40,1536.8750000000000000,0
2024-10-16,N624FB,4,896,1825.4464285714285714,1475
2024-10-16,N622FB,5,890,1906.1797752808988764,0
2024-10-16,N624FB,5,87,1872.9885057471264368,0
2024-10-16,N622FB,22,462,2169.2099567099567100,1575
2024-10-17,N622FB,1,20,1247.5000000000000000,0
2024-10-17,N621FB,2,770,3587.3051948051948052,0
2024-10-17,N622FB,2,970,2120.7216494845360825,1850
2024-10-17,N621FB,3,399,3058.2706766917293233,0
2024-10-17,N622FB,3,587,1963.2879045996592845,0
2024-10-17,N624FB,3,512,1990.8203125000000000,0
2024-10-17,N622FB,4,1,0.00000000000000000000,0
2024-10-17,N624FB,4,1033,1805.4453049370764763,1575
2024-10-17,N622FB,5,853,1891.6764361078546307,0
2024-10-17,N624FB,5,39,2021.1538461538461538,1600
2024-10-17,N622FB,23,912,2160.3344298245614035,0
2024-10-18,N622FB,0,868,2693.2891705069124424,0
2024-10-18,N622FB,2,970,2448.4536082474226804,0
2024-10-18,N622FB,3,383,2265.9921671018276762,0
2024-10-18,N624FB,3,259,1924.7104247104247104,0
2024-10-18,N624FB,4,1097,1915.3144940747493163,1625
2024-10-18,N622FB,5,964,1964.2116182572614108,0
2024-10-18,N624FB,5,151,2064.4039735099337748,1675
2024-10-18,N622FB,23,73,1861.6438356164383562,0
2024-10-19,N622FB,0,976,2020.5942622950819672,0
2024-10-19,N622FB,2,1089,1865.3122130394857668,0
2024-10-19,N622FB,3,692,2069.7976878612716763,1475
2024-10-19,N625FB,3,503,2001.6401590457256461,0
2024-10-19,N625FB,4,1020,1863.0392156862745098,1500
2024-10-19,N622FB,5,960,1824.9739583333333333,0
2024-10-19,N625FB,5,389,1807.5192802056555270,0
2024-10-19,N622FB,22,1057,1657.3084200567644276,1450
2024-10-19,N622FB,23,59,1666.5254237288135593,0
2024-10-20,N622FB,1,600,1655.3333333333333333,0
2024-10-20,N622FB,2,1062,1820.7156308851224105,1500
2024-10-20,N622FB,3,60,1656.6666666666666667,0
2024-10-20,N625FB,3,415,1803.2530120481927711,0
2024-10-20,N625FB,4,1047,1798.6867239732569245,1500
2024-10-20,N622FB,5,1020,2171.5196078431372549,0
2024-10-20,N625FB,5,260,1830.9615384615384615,0
2024-10-20,N622FB,22,1,0.00000000000000000000,0
2024-10-20,N622FB,23,948,1674.0770042194092827,0
2024-10-21,N622FB,0,500,1879.6500000000000000,0
2024-10-21,N622FB,2,1020,1523.3333333333333333,0
2024-10-21,N622FB,3,845,1674.1124260355029586,0
2024-10-21,N624FB,3,502,1531.6733067729083665,0
2024-10-21,N624FB,4,1094,1537.3400365630712980,1200
2024-10-21,N622FB,5,735,1584.5578231292517007,0
2024-10-21,N624FB,5,150,1726.5000000000000000,0
2024-10-21,N622FB,23,630,1838.4920634920634921,0
2024-10-22,N622FB,0,995,1821.1055276381909548,1450
2024-10-22,N622FB,1,375,1974.5333333333333333,0
2024-10-22,N622FB,2,336,1677.3065476190476190,0
2024-10-22,N621FB,3,410,1798.1097560975609756,0
2024-10-22,N622FB,3,893,1858.5106382978723404,0
2024-10-22,N621FB,4,1046,1627.5573613766730402,1375
2024-10-22,N622FB,4,3,0.00000000000000000000,0
2024-10-22,N621FB,5,75,1799.0000000000000000,1375
2024-10-22,N622FB,5,932,1726.8776824034334764,0
2024-10-22,N624FB,23,940,1998.1648936170212766,0
2024-10-23,N624FB,0,1154,2195.1906412478336222,1700
2024-10-23,N624FB,1,19,1298.6842105263157895,0
2024-10-23,N624FB,2,854,1818.3548009367681499,0
2024-10-23,N624FB,3,770,1842.8896103896103896,0
2024-10-23,N625FB,3,501,1833.8323353293413174,0
2024-10-23,N625FB,4,1021,1694.5641527913809990,1325
2024-10-23,N622FB,5,930,1890.5107526881720430,0
2024-10-23,N625FB,5,115,1709.1304347826086957,0
2024-10-23,N621FB,22,728,2015.5906593406593407,0
2024-10-23,N621FB,23,1031,1993.8409311348205626,1625
2024-10-24,N621FB,0,480,1902.8125000000000000,0
2024-10-24,N621FB,1,1082,2116.1737523105360444,1600
2024-10-24,N621FB,2,489,2001.8916155419222904,0
2024-10-24,N624FB,3,407,1675.9213759213759214,0
2024-10-24,N624FB,4,977,1668.0655066530194473,1400
2024-10-24,N621FB,5,952,1803.1512605042016807,0
2024-10-24,N624FB,5,96,1755.2083333333333333,0
2024-10-24,N621FB,22,446,1754.2040358744394619,0
2024-10-24,N621FB,23,492,1787.0426829268292683,0
2024-10-24,N622FB,23,612,1834.3137254901960784,0
2024-10-25,N622FB,0,1100,1821.8636363636363636,1525
2024-10-25,N622FB,1,10,1125.0000000000000000,0
2024-10-25,N625FB,2,292,2343.0650684931506849,0
2024-10-25,N625FB,3,190,2062.2368421052631579,0
2024-10-25,N624FB,23,856,1921.4077102803738318,0
2024-10-26,N624FB,0,346,2025.8670520231213873,0
2024-10-26,N624FB,2,975,2037.6923076923076923,0
2024-10-26,N621FB,3,487,1802.4127310061601643,0
2024-10-26,N624FB,3,435,1764.7701149425287356,1400
2024-10-26,N621FB,4,1033,1761.7376573088092933,1425
2024-10-26,N621FB,5,135,1813.7037037037037037,0
2024-10-26,N625FB,5,989,1709.7826086956521739,0
2024-10-26,N622FB,23,1001,1802.0979020979020979,0
2024-10-27,N622FB,0,624,1807.9727564102564103,0
2024-10-27,N622FB,1,14,0.00000000000000000000,0
2024-10-27,N622FB,2,946,1891.6226215644820296,1550
2024-10-27,N622FB,3,717,1882.8103207810320781,0
2024-10-27,N624FB,3,496,1692.0866935483870968,0
2024-10-27,N624FB,4,1054,1669.2599620493358634,1475
2024-10-27,N622FB,5,991,1897.8557013118062563,0
2024-10-27,N624FB,5,226,1600.5530973451327434,0
2024-10-27,N625FB,23,1053,1937.2981956315289649,0
2024-10-28,N625FB,0,864,1927.2569444444444444,0
2024-10-28,N625FB,2,826,1853.3898305084745763,0
2024-10-28,N622FB,3,310,1826.2096774193548387,0
2024-10-28,N625FB,3,664,1853.4638554216867470,0
2024-10-28,N622FB,4,1024,1681.0546875000000000,1400
2024-10-28,N622FB,5,101,1886.3861386138613861,1500
2024-10-28,N625FB,5,941,2021.7321997874601488,0
2024-10-28,N623FB,22,313,2050.0798722044728435,0
2024-10-28,N623FB,23,1069,2013.0028063610851263,1600
2024-10-29,N623FB,0,242,2075.0000000000000000,0
2024-10-29,N623FB,1,23,1534.7826086956521739,0
2024-10-29,N623FB,2,1106,2178.2097649186256781,1925
2024-10-29,N623FB,3,743,2086.1709286675639300,0
2024-10-29,N625FB,3,415,1972.1686746987951807,0
2024-10-29,N625FB,4,905,2004.5580110497237569,1675
2024-10-29,N623FB,5,1044,2133.5488505747126437,0
2024-10-29,N625FB,5,99,2112.3737373737373737,1700
2024-10-29,N623FB,23,695,1730.6474820143884892,0
2024-10-30,N623FB,0,408,1833.0882352941176471,0
2024-10-30,N623FB,1,971,1958.9598352214212152,0
2024-10-30,N623FB,2,991,2008.4510595358224016,1600
2024-10-30,N623FB,3,134,1774.4402985074626866,0
2024-10-30,N624FB,3,281,1715.6583629893238434,0
2024-10-30,N624FB,4,940,1766.3829787234042553,1475
2024-10-30,N623FB,5,800,1854.1875000000000000,0
2024-10-30,N624FB,5,31,1850.8064516129032258,0
2024-10-30,N621FB,22,370,1641.9594594594594595,0
2024-10-30,N625FB,22,2,1637.5000000000000000,1625
2024-10-30,N621FB,23,992,1953.0745967741935484,1525
2024-10-30,N625FB,23,281,1644.8398576512455516,1525
2024-10-31,N621FB,0,240,1746.1458333333333333,0
2024-10-31,N625FB,0,306,1663.5620915032679739,0
2024-10-31,N625FB,1,102,1661.7647058823529412,0
2024-10-31,N621FB,2,1109,1851.3525698827772768,0
2024-10-31,N625FB,2,194,1615.5927835051546392,0
2024-10-31,N621FB,3,891,1731.9584736251402918,0
2024-10-31,N623FB,3,513,1738.7914230019493177,0
2024-10-31,N625FB,3,202,1565.2227722772277228,0
2024-10-31,N623FB,4,1063,1721.8250235183443086,1400
2024-10-31,N623FB,5,324,1635.8024691358024691,0
2024-10-31,N625FB,5,759,1711.0671936758893281,0
2024-10-31,N625FB,22,213,1753.9906103286384977,0
2024-11-01,N625FB,1,389,1773.6503856041131105,0
2024-11-01,N625FB,2,931,1749.6777658431793770,1475
2024-11-01,N621FB,3,768,1903.7760416666666667,0
2024-11-01,N625FB,3,369,1891.2601626016260163,0
2024-11-01,N621FB,4,1034,2421.7843326885880077,1675
2024-11-01,N625FB,4,188,1905.8510638297872340,0
2024-11-01,N621FB,5,998,2618.3867735470941884,0
2024-11-01,N625FB,5,995,1974.5728643216080402,1675
2024-11-01,N621FB,22,557,1749.1921005385996409,0
2024-11-01,N621FB,23,714,1843.7675070028011204,0
2024-11-02,N621FB,2,909,2116.9691969196919692,0
2024-11-02,N621FB,3,635,2523.5826771653543307,0
2024-11-02,N624FB,3,465,1798.2795698924731183,0
2024-11-02,N624FB,4,1047,1850.3104106972301815,1475
2024-11-02,N621FB,5,913,1903.7787513691128149,0
2024-11-02,N624FB,5,142,1755.9859154929577465,0
2024-11-02,N625FB,22,236,2238.9830508474576271,0
2024-11-02,N625FB,23,1056,2058.0492424242424242,1575
2024-11-03,N625FB,0,130,1983.8461538461538462,0
2024-11-03,N625FB,2,379,1989.4459102902374670,1725
2024-11-03,N621FB,3,453,2294.8675496688741722,0
2024-11-03,N625FB,3,605,2065.9917355371900826,0
2024-11-03,N621FB,4,798,2057.1741854636591479,0
2024-11-03,N625FB,5,451,1933.2039911308203991,0
2024-11-03,N625FB,23,437,2104.6910755148741419,0
2024-11-04,N625FB,0,677,2254.5420974889217134,0
2024-11-04,N625FB,2,830,2022.3192771084337349,0
2024-11-04,N623FB,3,420,1961.7857142857142857,0
2024-11-04,N625FB,3,574,2111.1062717770034843,0
2024-11-04,N623FB,4,945,2091.1904761904761905,1625
2024-11-04,N623FB,5,1,1625.0000000000000000,1625
2024-11-04,N625FB,5,953,2052.2298006295907660,0
2024-11-04,N624FB,22,553,1867.6311030741410488,0
2024-11-05,N624FB,1,449,2124.2204899777282851,0
2024-11-05,N624FB,2,881,2057.7752553916004540,1750
2024-11-05,N621FB,3,368,1583.8315217391304348,0
2024-11-05,N624FB,3,469,1933.5287846481876333,0
2024-11-05,N621FB,4,779,1783.9216944801026958,1400
2024-11-05,N624FB,4,1,0.00000000000000000000,0
2024-11-05,N621FB,5,62,1730.2419354838709677,0
2024-11-05,N624FB,5,814,1738.9434889434889435,0
2024-11-05,N621FB,22,368,1973.2336956521739130,0
2024-11-05,N621FB,23,904,2054.5353982300884956,1700
2024-11-06,N621FB,0,49,1709.6938775510204082,0
2024-11-06,N621FB,2,698,2195.6661891117478510,0
2024-11-06,N621FB,3,659,2268.2473444613050076,0
2024-11-06,N624FB,3,428,1749.4158878504672897,0
2024-11-06,N624FB,4,849,1888.1330977620730271,1575
2024-11-06,N624FB,5,125,1955.0000000000000000,1575
2024-11-06,N625FB,5,818,1976.9865525672371638,0
2024-11-06,N624FB,22,755,2058.7748344370860927,0
2024-11-06,N624FB,23,740,1810.0337837837837838,0
2024-11-07,N624FB,1,136,1620.0367647058823529,0
2024-11-07,N624FB,2,989,2388.7259858442871587,1500
2024-11-07,N624FB,3,504,1932.2916666666666667,0
2024-11-07,N625FB,3,438,1614.7831050228310502,0
2024-11-07,N624FB,4,4,0.00000000000000000000,0
2024-11-07,N625FB,4,874,1579.0045766590389016,1275
2024-11-07,N624FB,5,1035,1789.1062801932367150,0
2024-11-07,N625FB,5,265,1487.6415094339622642,1250
2024-11-08,N624FB,1,412,1637.3786407766990291,0
2024-11-08,N624FB,2,969,1808.9525283797729618,1500
2024-11-08,N621FB,3,493,1686.9168356997971602,0
2024-11-08,N624FB,3,249,1703.2128514056224900,0
2024-11-08,N621FB,4,957,1505.3552769070010449,1225
2024-11-08,N624FB,4,1,0.00000000000000000000,0
2024-11-08,N621FB,5,111,1570.9459459459459459,0
2024-11-08,N624FB,5,877,1641.9612314709236032,0
2024-11-08,N623FB,22,8,0.00000000000000000000,0
2024-11-08,N623FB,23,1019,1810.7948969578017664,0
2024-11-09,N623FB,0,386,1690.2202072538860104,0
2024-11-09,N623FB,1,280,1972.6785714285714286,0
2024-11-09,N623FB,2,899,2050.9733036707452725,0
2024-11-09,N621FB,3,731,1699.7948016415868673,0
2024-11-09,N621FB,4,1335,1618.7078651685393258,1325
2024-11-09,N621FB,5,392,1801.0841836734693878,0
2024-11-09,N623FB,5,1220,1739.9795081967213115,0
2024-11-09,N624FB,22,682,1853.1524926686217009,0
2024-11-09,N624FB,23,1341,1856.3571961222967934,0
2024-11-10,N623FB,3,568,1809.1549295774647887,0
2024-11-10,N624FB,3,808,1887.9331683168316832,0
2024-11-10,N623FB,4,1251,1689.1087130295763389,1475
2024-11-10,N623FB,5,136,1829.4117647058823529,0
2024-11-10,N624FB,5,1033,1918.1510164569215876,0
2024-11-10,N623FB,23,964,1762.5518672199170124,0
2024-11-11,N623FB,0,935,2234.5721925133689840,0
2024-11-11,N623FB,2,907,2564.9669239250275634,0
2024-11-11,N623FB,3,1004,4152.0916334661354582,0
2024-11-11,N624FB,3,620,1760.7258064516129032,0
2024-11-11,N624FB,4,1107,1605.4426377597109304,1350
2024-11-11,N625FB,4,9,408.3333333333333333,0
2024-11-11,N624FB,5,66,1758.7121212121212121,0
2024-11-11,N625FB,5,1327,1823.8131122833458930,1625
2024-11-11,N621FB,22,173,1711.1271676300578035,0
2024-11-11,N621FB,23,1479,1791.8864097363083164,1550
2024-11-12,N621FB,0,286,2049.8251748251748252,0
2024-11-12,N621FB,2,1286,2079.8211508553654743,0
2024-11-12,N621FB,3,728,1931.2156593406593407,0
2024-11-12,N625FB,3,584,1910.4880136986301370,0
2024-11-12,N625FB,4,1258,1715.6200317965023847,1475
2024-11-12,N623FB,5,1296,1918.4606481481481481,0
2024-11-12,N625FB,5,98,1886.7346938775510204,0
2024-11-12,N625FB,22,845,1865.5325443786982249,0
2024-11-13,N621FB,1,156,3388.6217948717948718,0
2024-11-13,N625FB,1,121,1819.6280991735537190,0
2024-11-13,N621FB,2,48,6570.3125000000000000,5475
2024-11-13,N625FB,2,1284,1796.9820872274143302,1500
2024-11-13,N621FB,3,380,2748.5526315789473684,0
2024-11-13,N624FB,3,540,1942.1296296296296296,0
2024-11-13,N625FB,3,781,1780.2176696542893726,0
2024-11-13,N624FB,4,1238,1945.9006462035541195,1550
2024-11-13,N624FB,5,116,1776.5086206896551724,0
2024-11-13,N625FB,5,1307,1940.2448355011476664,0
2024-11-13,N624FB,22,768,1835.3190104166666667,0
2024-11-14,N624FB,1,413,1714.0435835351089588,0
2024-11-14,N624FB,2,1414,1780.7284299858557284,1500
2024-11-14,N623FB,3,754,1731.3660477453580902,0
2024-11-14,N624FB,3,493,1718.5091277890466531,0
2024-11-14,N623FB,4,1395,1643.6200716845878136,1350
2024-11-14,N625FB,4,1,0.00000000000000000000,0
2024-11-14,N623FB,5,174,1687.9310344827586207,0
2024-11-14,N625FB,5,1240,1765.8669354838709677,0
2024-11-15,N624FB,22,800,1887.9062500000000000,1625
2024-11-16,N624FB,2,1039,1935.9961501443695861,0
2024-11-16,N625FB,2,1,0.00000000000000000000,0
2024-11-16,N624FB,3,756,1948.1481481481481481,0
2024-11-16,N625FB,3,570,2131.8859649122807018,0
2024-11-16,N625FB,4,1394,1946.7718794835007174,1650
2024-11-16,N624FB,5,1412,1954.8512747875354108,0
2024-11-16,N625FB,5,143,1929.5454545454545455,0
2024-11-16,N625FB,23,1200,2134.3541666666666667,0
2024-11-17,N625FB,0,634,1984.6608832807570978,0
2024-11-17,N625FB,2,620,2084.7177419354838710,1425
2024-11-17,N621FB,3,658,1908.1686930091185410,0
2024-11-17,N625FB,3,703,2020.7681365576102418,0
2024-11-17,N621FB,4,1355,1944.9446494464944649,1775
2024-11-17,N624FB,4,1,0.00000000000000000000,0
2024-11-17,N621FB,5,158,1962.8164556962025316,0
2024-11-17,N624FB,5,1243,2128.2381335478680611,0
2024-11-17,N621FB,22,872,2258.4575688073394495,1775
2024-11-17,N621FB,23,228,2177.0833333333333333,0
2024-11-17,N624FB,23,1037,2204.2189006750241080,0
2024-11-18,N624FB,0,992,2024.1179435483870968,0
2024-11-18,N624FB,2,1113,1972.4168912848158131,0
2024-11-18,N624FB,3,1018,2016.6502946954813360,0
2024-11-18,N625FB,5,1007,1922.1449851042701092,0
2024-11-18,N625FB,23,666,1965.9159159159159159,0
2024-11-19,N625FB,0,1433,1985.5547801814375436,1525
2024-11-19,N625FB,1,19,1264.4736842105263158,0
2024-11-19,N625FB,2,831,1755.3249097472924188,0
2024-11-19,N624FB,3,482,1857.4170124481327801,0
2024-11-19,N625FB,3,764,1712.5654450261780105,0
2024-11-19,N624FB,4,1107,1779.5392953929539295,1575
2024-11-19,N624FB,5,101,1895.0495049504950495,0
2024-11-19,N625FB,5,1290,1746.8604651162790698,0
2024-11-19,N621FB,22,209,1721.4114832535885167,0
2024-11-19,N621FB,23,451,2044.2904656319290466,0
2024-11-19,N625FB,23,365,1685.2054794520547945,0
2024-11-20,N625FB,0,1136,1928.5871478873239437,1425
