hour,registration,unique_flights,position_records,avg_altitude,min_altitude,low_altitude_count,hover_count,total_hover_seconds
2024-10-22 19:00:00+00,N622FB,1,1068,1673.0102996254681648,1375,0,0,0
2024-10-22 20:00:00+00,N622FB,1,313,1695.0479233226837061,1375,0,0,0
2024-10-22 23:00:00+00,N624FB,1,940,1998.1648936170212766,0,11,0,0
2024-10-23 00:00:00+00,N624FB,1,1154,2195.1906412478336222,1700,0,0,0
2024-10-23 01:00:00+00,N624FB,1,19,1298.6842105263157895,0,3,0,0
2024-10-23 02:00:00+00,N624FB,1,854,1818.3548009367681499,0,14,0,0
2024-10-23 03:00:00+00,N624FB,1,770,1842.8896103896103896,0,4,0,0
2024-10-23 03:00:00+00,N625FB,1,501,1833.8323353293413174,0,4,0,0
2024-10-23 04:00:00+00,N625FB,1,1021,1694.5641527913809990,1325,0,0,0
2024-10-23 05:00:00+00,N622FB,1,930,1890.5107526881720430,0,7,0,0
2024-10-23 05:00:00+00,N625FB,1,115,1709.1304347826086957,0,3,0,0
2024-10-23 06:00:00+00,N622FB,1,673,1920.2451708766716196,0,4,0,0
2024-10-23 06:00:00+00,N625FB,1,433,1725.6351039260969977,0,10,0,0
2024-10-23 07:00:00+00,N625FB,1,964,1675.6742738589211618,1475,0,0,0
2024-10-23 08:00:00+00,N622FB,1,993,2155.0855991943605237,0,9,0,0
2024-10-23 08:00:00+00,N625FB,1,68,1755.8823529411764706,0,3,0,0
2024-10-23 09:00:00+00,N622FB,1,993,1796.2235649546827795,1500,0,0,0
2024-10-23 10:00:00+00,N622FB,1,977,1835.3377686796315251,0,4,0,0
2024-10-23 19:00:00+00,N625FB,1,176,1890.6250000000000000,0,7,0,0
2024-10-23 20:00:00+00,N625FB,2,462,1941.9372294372294372,0,5,0,0
2024-10-23 22:00:00+00,N621FB,1,728,2015.5906593406593407,0,10,0,0
2024-10-23 23:00:00+00,N621FB,1,1031,1993.8409311348205626,1625,0,0,0
2024-10-24 00:00:00+00,N621FB,2,480,1902.8125000000000000,0,13,0,0
2024-10-24 01:00:00+00,N621FB,1,1082,2116.1737523105360444,1600,0,0,0
2024-10-24 02:00:00+00,N621FB,1,489,2001.8916155419222904,0,2,0,0
2024-10-24 03:00:00+00,N624FB,1,407,1675.9213759213759214,0,11,0,0
2024-10-24 04:00:00+00,N624FB,1,977,1668.0655066530194473,1400,0,0,0
2024-10-24 05:00:00+00,N621FB,1,952,1803.1512605042016807,0,8,0,0
2024-10-24 05:00:00+00,N624FB,1,96,1755.2083333333333333,0,1,0,0
2024-10-24 06:00:00+00,N621FB,1,610,1887.8688524590163934,0,2,0,0
2024-10-24 06:00:00+00,N624FB,1,453,1650.8278145695364238,0,13,0,0
2024-10-24 07:00:00+00,N621FB,1,1,0.00000000000000000000,0,1,0,0
2024-10-24 07:00:00+00,N624FB,1,1048,1629.5324427480916031,1400,0,0,0
2024-10-24 08:00:00+00,N621FB,1,924,1953.1926406926406926,0,8,0,0
2024-10-24 08:00:00+00,N624FB,1,155,1793.5483870967741935,0,2,0,0
2024-10-24 09:00:00+00,N621FB,1,632,2021.7167721518987342,0,5,0,0
2024-10-24 10:00:00+00,N621FB,1,141,1770.0354609929078014,0,8,0,0
2024-10-24 11:00:00+00,N621FB,1,93,1831.4516129032258065,0,4,0,0
2024-10-24 19:00:00+00,N621FB,1,920,1801.8750000000000000,0,5,0,0
2024-10-24 20:00:00+00,N621FB,1,997,1780.0902708124373119,0,2,0,0
2024-10-24 22:00:00+00,N621FB,1,446,1754.2040358744394619,0,4,0,0
2024-10-24 23:00:00+00,N621FB,1,492,1787.0426829268292683,0,3,0,0
2024-10-24 23:00:00+00,N622FB,1,612,1834.3137254901960784,0,8,0,0
2024-10-25 00:00:00+00,N622FB,1,1100,1821.8636363636363636,1525,0,0,0
2024-10-25 01:00:00+00,N622FB,1,10,1125.0000000000000000,0,3,0,0
2024-10-25 02:00:00+00,N625FB,1,292,2343.0650684931506849,0,7,0,0
2024-10-25 03:00:00+00,N625FB,2,190,2062.2368421052631579,0,6,0,0
2024-10-25 15:00:00+00,N624FB,1,249,1649.1967871485943775,0,16,0,0
2024-10-25 16:00:00+00,N624FB,1,902,1644.8447893569844789,1375,0,0,0
2024-10-25 17:00:00+00,N624FB,2,489,2001.0736196319018405,0,14,0,0
2024-10-25 18:00:00+00,N624FB,1,772,1624.3847150259067358,1050,0,0,0
2024-10-25 19:00:00+00,N624FB,1,87,1702.5862068965517241,0,3,0,0
2024-10-25 23:00:00+00,N624FB,1,856,1921.4077102803738318,0,4,0,0
2024-10-26 00:00:00+00,N624FB,2,346,2025.8670520231213873,0,4,0,0
2024-10-26 02:00:00+00,N624FB,1,975,2037.6923076923076923,0,13,0,0
2024-10-26 03:00:00+00,N621FB,1,487,1802.4127310061601643,0,8,0,0
2024-10-26 03:00:00+00,N624FB,1,435,1764.7701149425287356,1400,0,0,0
2024-10-26 04:00:00+00,N621FB,1,1033,1761.7376573088092933,1425,0,0,0
2024-10-26 05:00:00+00,N621FB,1,135,1813.7037037037037037,0,2,0,0
2024-10-26 05:00:00+00,N625FB,1,989,1709.7826086956521739,0,9,0,0
2024-10-26 06:00:00+00,N621FB,1,498,1656.9277108433734940,0,12,0,0
2024-10-26 06:00:00+00,N625FB,1,662,1660.1208459214501511,0,3,0,0
2024-10-26 07:00:00+00,N621FB,1,1086,1669.2219152854511971,1400,0,0,0
2024-10-26 07:00:00+00,N625FB,1,28,1094.6428571428571429,0,12,0,0
2024-10-26 08:00:00+00,N621FB,1,207,1558.4541062801932367,0,3,0,0
2024-10-26 08:00:00+00,N625FB,1,957,1822.8840125391849530,1475,0,0,0
2024-10-26 09:00:00+00,N625FB,1,547,1756.1243144424131627,0,4,0,0
2024-10-26 15:00:00+00,N625FB,1,613,1605.5057096247960848,0,49,0,0
2024-10-26 16:00:00+00,N625FB,1,347,1863.7608069164265130,0,3,0,0
2024-10-26 18:00:00+00,N625FB,1,677,1705.0590841949778434,0,18,0,0
2024-10-26 19:00:00+00,N625FB,1,227,1718.6123348017621145,1350,0,0,0
2024-10-26 23:00:00+00,N622FB,1,1001,1802.0979020979020979,0,11,0,0
2024-10-27 00:00:00+00,N622FB,1,624,1807.9727564102564103,0,3,0,0
2024-10-27 01:00:00+00,N622FB,1,14,0.00000000000000000000,0,14,0,0
2024-10-27 02:00:00+00,N622FB,1,946,1891.6226215644820296,1550,0,0,0
2024-10-27 03:00:00+00,N622FB,1,717,1882.8103207810320781,0,2,0,0
2024-10-27 03:00:00+00,N624FB,1,496,1692.0866935483870968,0,14,0,0
2024-10-27 04:00:00+00,N624FB,1,1054,1669.2599620493358634,1475,0,0,0
2024-10-27 05:00:00+00,N622FB,1,991,1897.8557013118062563,0,13,0,0
2024-10-27 05:00:00+00,N624FB,1,226,1600.5530973451327434,0,2,0,0
2024-10-27 06:00:00+00,N622FB,1,711,1712.7637130801687764,0,3,0,0
2024-10-27 06:00:00+00,N624FB,1,442,1625.8484162895927602,0,13,0,0
2024-10-27 07:00:00+00,N624FB,1,1046,1737.3087954110898662,1450,0,0,0
2024-10-27 08:00:00+00,N622FB,1,879,1683.7883959044368601,0,12,0,0
2024-10-27 08:00:00+00,N624FB,1,201,1690.4228855721393035,0,3,0,0
2024-10-27 09:00:00+00,N622FB,1,529,1743.8090737240075614,0,2,0,0
2024-10-27 15:00:00+00,N621FB,1,707,1663.1895332390381895,0,13,0,0
2024-10-27 16:00:00+00,N621FB,1,517,1861.9922630560928433,0,3,0,0
2024-10-27 18:00:00+00,N621FB,1,353,1708.9235127478753541,0,9,0,0
2024-10-27 19:00:00+00,N621FB,1,1059,1684.8914069877242682,1400,0,0,0
2024-10-27 20:00:00+00,N621FB,1,89,1772.1910112359550562,1425,0,0,0
2024-10-27 23:00:00+00,N625FB,1,1053,1937.2981956315289649,0,7,0,0
2024-10-28 00:00:00+00,N625FB,1,864,1927.2569444444444444,0,5,0,0
2024-10-28 02:00:00+00,N625FB,1,826,1853.3898305084745763,0,9,0,0
2024-10-28 03:00:00+00,N622FB,1,310,1826.2096774193548387,0,10,0,0
2024-10-28 03:00:00+00,N625FB,1,664,1853.4638554216867470,0,5,0,0
2024-10-28 04:00:00+00,N622FB,1,1024,1681.0546875000000000,1400,0,0,0
2024-10-28 05:00:00+00,N622FB,1,101,1886.3861386138613861,1500,0,0,0
2024-10-28 05:00:00+00,N625FB,1,941,2021.7321997874601488,0,9,0,0
2024-10-28 06:00:00+00,N622FB,1,526,1811.4543726235741445,0,4,0,0
2024-10-28 06:00:00+00,N625FB,1,630,2133.4523809523809524,0,3,0,0
2024-10-28 07:00:00+00,N622FB,1,913,1669.2223439211391019,1350,0,0,0
2024-10-28 08:00:00+00,N622FB,1,87,1983.6206896551724138,0,3,0,0
2024-10-28 08:00:00+00,N625FB,1,1014,2096.3757396449704142,0,7,0,0
2024-10-28 09:00:00+00,N625FB,2,567,1947.2222222222222222,0,7,0,0
2024-10-28 10:00:00+00,N625FB,1,390,1914.4871794871794872,0,6,0,0
2024-10-28 11:00:00+00,N625FB,1,738,2057.8252032520325203,0,4,0,0
2024-10-28 15:00:00+00,N622FB,1,422,1886.7298578199052133,0,6,0,0
2024-10-28 16:00:00+00,N622FB,1,548,1689.7810218978102190,1450,0,0,0
2024-10-28 18:00:00+00,N622FB,1,471,1828.8747346072186837,0,6,0,0
2024-10-28 19:00:00+00,N622FB,1,967,1957.9627714581178904,0,1,0,0
2024-10-28 22:00:00+00,N623FB,1,313,2050.0798722044728435,0,5,0,0
2024-10-28 23:00:00+00,N623FB,1,1069,2013.0028063610851263,1600,0,0,0
2024-10-29 00:00:00+00,N623FB,1,242,2075.0000000000000000,0,3,0,0
2024-10-29 01:00:00+00,N623FB,1,23,1534.7826086956521739,0,6,0,0
2024-10-29 02:00:00+00,N623FB,1,1106,2178.2097649186256781,1925,0,0,0
2024-10-29 03:00:00+00,N623FB,1,743,2086.1709286675639300,0,5,0,0
2024-10-29 03:00:00+00,N625FB,1,415,1972.1686746987951807,0,6,0,0
2024-10-29 04:00:00+00,N625FB,1,905,2004.5580110497237569,1675,0,0,0
2024-10-29 05:00:00+00,N623FB,1,1044,2133.5488505747126437,0,5,0,0
2024-10-29 05:00:00+00,N625FB,1,99,2112.3737373737373737,1700,0,0,0
2024-10-29 06:00:00+00,N623FB,1,865,2181.5028901734104046,0,5,0,0
2024-10-29 06:00:00+00,N625FB,1,486,2172.0679012345679012,0,8,0,0
2024-10-29 07:00:00+00,N623FB,1,31,1828.2258064516129032,0,5,0,0
2024-10-29 07:00:00+00,N625FB,1,912,2016.2280701754385965,1700,0,0,0
2024-10-29 08:00:00+00,N623FB,1,972,2107.6646090534979424,1950,0,0,0
2024-10-29 08:00:00+00,N625FB,1,69,2178.6231884057971014,1700,0,0,0
2024-10-29 09:00:00+00,N623FB,1,430,2061.6279069767441860,0,4,0,0
2024-10-29 15:00:00+00,N624FB,1,862,1914.5011600928074246,0,6,0,0
2024-10-29 16:00:00+00,N624FB,1,160,2034.8437500000000000,0,1,0,0
2024-10-29 19:00:00+00,N624FB,1,437,1757.2082379862700229,0,2,0,0
2024-10-29 20:00:00+00,N624FB,1,650,1850.1923076923076923,1575,0,0,0
2024-10-29 23:00:00+00,N623FB,2,695,1730.6474820143884892,0,7,0,0
2024-10-30 00:00:00+00,N623FB,1,408,1833.0882352941176471,0,1,0,0
2024-10-30 01:00:00+00,N623FB,1,971,1958.9598352214212152,0,6,0,0
2024-10-30 02:00:00+00,N623FB,1,991,2008.4510595358224016,1600,0,0,0
2024-10-30 03:00:00+00,N623FB,1,134,1774.4402985074626866,0,4,0,0
2024-10-30 03:00:00+00,N624FB,1,281,1715.6583629893238434,0,12,0,0
2024-10-30 04:00:00+00,N624FB,1,940,1766.3829787234042553,1475,0,0,0
2024-10-30 05:00:00+00,N623FB,1,800,1854.1875000000000000,0,7,0,0
2024-10-30 05:00:00+00,N624FB,1,31,1850.8064516129032258,0,1,0,0
2024-10-30 06:00:00+00,N623FB,1,696,2077.1192528735632184,0,5,0,0
2024-10-30 06:00:00+00,N624FB,1,355,2053.6619718309859155,0,10,0,0
2024-10-30 07:00:00+00,N623FB,1,7,0.00000000000000000000,0,7,0,0
2024-10-30 07:00:00+00,N624FB,1,643,1896.1119751166407465,1675,0,0,0
2024-10-30 08:00:00+00,N623FB,1,1000,1877.6250000000000000,0,2,0,0
2024-10-30 08:00:00+00,N624FB,1,170,1850.5882352941176471,0,3,0,0
2024-10-30 09:00:00+00,N623FB,1,573,1874.7382198952879581,0,4,0,0
2024-10-30 12:00:00+00,N622FB,1,355,1345.0000000000000000,0,55,0,0
2024-10-30 15:00:00+00,N622FB,1,929,1747.4703982777179763,0,20,0,0
2024-10-30 18:00:00+00,N622FB,1,466,1701.2339055793991416,0,17,0,0
2024-10-30 19:00:00+00,N622FB,1,559,1655.9928443649373882,0,2,0,0
2024-10-30 19:00:00+00,N625FB,1,1,0.00000000000000000000,0,1,0,0
2024-10-30 22:00:00+00,N621FB,1,370,1641.9594594594594595,0,6,0,0
2024-10-30 22:00:00+00,N625FB,1,2,1637.5000000000000000,1625,0,0,0
2024-10-30 23:00:00+00,N621FB,1,992,1953.0745967741935484,1525,0,0,0
2024-10-30 23:00:00+00,N625FB,1,281,1644.8398576512455516,1525,0,0,0
2024-10-31 00:00:00+00,N621FB,1,240,1746.1458333333333333,0,2,0,0
2024-10-31 00:00:00+00,N625FB,3,306,1663.5620915032679739,0,6,0,0
2024-10-31 01:00:00+00,N625FB,1,102,1661.7647058823529412,0,9,0,0
2024-10-31 02:00:00+00,N621FB,1,1109,1851.3525698827772768,0,14,0,0
2024-10-31 02:00:00+00,N625FB,2,194,1615.5927835051546392,0,5,0,0
2024-10-31 03:00:00+00,N621FB,1,891,1731.9584736251402918,0,1,0,0
2024-10-31 03:00:00+00,N623FB,1,513,1738.7914230019493177,0,8,0,0
2024-10-31 03:00:00+00,N625FB,1,202,1565.2227722772277228,0,13,0,0
2024-10-31 04:00:00+00,N623FB,1,1063,1721.8250235183443086,1400,0,0,0
2024-10-31 05:00:00+00,N623FB,1,324,1635.8024691358024691,0,3,0,0
2024-10-31 05:00:00+00,N625FB,2,759,1711.0671936758893281,0,12,0,0
2024-10-31 06:00:00+00,N623FB,1,470,1661.2765957446808511,0,26,0,0
2024-10-31 06:00:00+00,N625FB,1,685,1761.7518248175182482,0,3,0,0
2024-10-31 07:00:00+00,N623FB,1,1050,1572.5000000000000000,1350,0,0,0
2024-10-31 07:00:00+00,N625FB,1,1,0.00000000000000000000,0,1,0,0
2024-10-31 08:00:00+00,N623FB,1,148,1758.2770270270270270,0,4,0,0
2024-10-31 08:00:00+00,N625FB,1,955,1878.8219895287958115,0,10,0,0
2024-10-31 09:00:00+00,N625FB,1,479,2132.1503131524008351,0,4,0,0
2024-10-31 16:00:00+00,N623FB,1,887,1693.3483652762119504,0,41,0,0
2024-10-31 17:00:00+00,N623FB,1,718,1664.0320334261838440,0,3,0,0
2024-10-31 18:00:00+00,N625FB,1,501,1560.0798403193612774,0,14,0,0
2024-10-31 19:00:00+00,N625FB,1,1022,1596.5508806262230920,1350,0,0,0
2024-10-31 20:00:00+00,N625FB,2,681,1708.7004405286343612,0,4,0,0
2024-10-31 21:00:00+00,N625FB,1,1065,1643.3568075117370892,1425,0,0,0
2024-10-31 22:00:00+00,N625FB,1,213,1753.9906103286384977,0,1,0,0
2024-11-01 01:00:00+00,N625FB,1,389,1773.6503856041131105,0,8,0,0
2024-11-01 02:00:00+00,N625FB,1,931,1749.6777658431793770,1475,0,0,0
2024-11-01 03:00:00+00,N621FB,1,768,1903.7760416666666667,0,7,0,0
2024-11-01 03:00:00+00,N625FB,1,369,1891.2601626016260163,0,2,0,0
2024-11-01 04:00:00+00,N621FB,1,1034,2421.7843326885880077,1675,0,0,0
2024-11-01 04:00:00+00,N625FB,1,188,1905.8510638297872340,0,6,0,0
2024-11-01 05:00:00+00,N621FB,1,998,2618.3867735470941884,0,4,0,0
2024-11-01 05:00:00+00,N625FB,1,995,1974.5728643216080402,1675,0,0,0
2024-11-01 06:00:00+00,N625FB,2,415,1844.8192771084337349,0,11,0,0
2024-11-01 07:00:00+00,N625FB,1,1082,1875.3465804066543438,1550,0,0,0
2024-11-01 08:00:00+00,N621FB,1,1032,2576.9864341085271318,0,5,0,0
2024-11-01 08:00:00+00,N625FB,1,746,1554.8592493297587131,0,4,0,0
2024-11-01 09:00:00+00,N621FB,1,1057,1866.8874172185430464,1450,0,0,0
2024-11-01 10:00:00+00,N621FB,1,504,1969.9404761904761905,0,3,0,0
2024-11-01 13:00:00+00,N625FB,2,755,1926.6556291390728477,0,4,0,0
2024-11-01 14:00:00+00,N625FB,1,969,2034.2879256965944272,1625,0,0,0
2024-11-01 15:00:00+00,N625FB,1,252,1927.2817460317460317,1425,0,0,0
2024-11-01 22:00:00+00,N621FB,2,557,1749.1921005385996409,0,7,0,0
2024-11-01 23:00:00+00,N621FB,1,714,1843.7675070028011204,0,5,0,0
2024-11-02 02:00:00+00,N621FB,1,909,2116.9691969196919692,0,5,0,0
2024-11-02 03:00:00+00,N621FB,1,635,2523.5826771653543307,0,3,0,0
2024-11-02 03:00:00+00,N624FB,1,465,1798.2795698924731183,0,11,0,0
2024-11-02 04:00:00+00,N624FB,1,1047,1850.3104106972301815,1475,0,0,0
2024-11-02 05:00:00+00,N621FB,2,913,1903.7787513691128149,0,11,0,0
2024-11-02 05:00:00+00,N624FB,1,142,1755.9859154929577465,0,1,0,0
2024-11-02 06:00:00+00,N621FB,1,584,2134.9743150684931507,0,3,0,0
2024-11-02 06:00:00+00,N624FB,1,525,1785.1428571428571429,0,9,0,0
2024-11-02 07:00:00+00,N621FB,1,2,0.00000000000000000000,0,2,0,0
2024-11-02 07:00:00+00,N624FB,1,911,1792.2338090010976948,1525,0,0,0
2024-11-02 08:00:00+00,N621FB,1,1068,2127.8792134831460674,0,6,0,0
2024-11-02 08:00:00+00,N624FB,1,74,1857.7702702702702703,0,2,0,0
2024-11-02 09:00:00+00,N621FB,1,538,2292.3327137546468401,0,2,0,0
2024-11-02 11:00:00+00,N621FB,1,870,1838.6494252873563218,0,7,0,0
2024-11-02 12:00:00+00,N621FB,1,105,1819.2857142857142857,0,3,0,0
2024-11-02 15:00:00+00,N624FB,1,936,1774.1452991452991453,0,8,0,0
2024-11-02 16:00:00+00,N624FB,2,414,1663.5265700483091787,1300,0,0,0
2024-11-02 18:00:00+00,N621FB,1,115,1838.9130434782608696,1525,0,0,0
2024-11-02 19:00:00+00,N621FB,1,997,1903.7612838515546640,1525,0,0,0
2024-11-02 22:00:00+00,N625FB,1,236,2238.9830508474576271,0,5,0,0
2024-11-02 23:00:00+00,N625FB,1,1056,2058.0492424242424242,1575,0,0,0
2024-11-03 00:00:00+00,N625FB,1,130,1983.8461538461538462,0,3,0,0
2024-11-03 02:00:00+00,N625FB,1,379,1989.4459102902374670,1725,0,0,0
2024-11-03 03:00:00+00,N621FB,1,453,2294.8675496688741722,0,6,0,0
2024-11-03 03:00:00+00,N625FB,1,605,2065.9917355371900826,0,3,0,0
2024-11-03 04:00:00+00,N621FB,1,798,2057.1741854636591479,0,4,0,0
2024-11-03 05:00:00+00,N625FB,1,451,1933.2039911308203991,0,7,0,0
2024-11-03 06:00:00+00,N621FB,1,495,2017.9797979797979798,0,7,0,0
2024-11-03 06:00:00+00,N625FB,1,929,1795.5059203444564047,0,2,0,0
2024-11-03 07:00:00+00,N621FB,1,962,2061.0966735966735967,1650,0,0,0
2024-11-03 08:00:00+00,N621FB,1,348,2708.4770114942528736,0,5,0,0
2024-11-03 08:00:00+00,N625FB,1,911,1922.8869374313940724,0,7,0,0
2024-11-03 09:00:00+00,N625FB,2,849,2018.6101295641931684,0,1,0,0
2024-11-03 10:00:00+00,N625FB,1,487,1830.6468172484599589,0,3,0,0
2024-11-03 15:00:00+00,N623FB,1,787,1915.0571791613722999,0,1,0,0
2024-11-03 16:00:00+00,N623FB,1,631,1959.8652931854199683,1625,0,0,0
2024-11-03 19:00:00+00,N621FB,1,890,1959.5505617977528090,0,5,0,0
2024-11-03 23:00:00+00,N625FB,1,437,2104.6910755148741419,0,3,0,0
2024-11-04 00:00:00+00,N625FB,1,677,2254.5420974889217134,0,2,0,0
2024-11-04 02:00:00+00,N625FB,1,830,2022.3192771084337349,0,7,0,0
2024-11-04 03:00:00+00,N623FB,1,420,1961.7857142857142857,0,7,0,0
2024-11-04 03:00:00+00,N625FB,1,574,2111.1062717770034843,0,4,0,0
2024-11-04 04:00:00+00,N623FB,1,945,2091.1904761904761905,1625,0,0,0
2024-11-04 05:00:00+00,N623FB,1,1,1625.0000000000000000,1625,0,0,0
2024-11-04 05:00:00+00,N625FB,1,953,2052.2298006295907660,0,6,0,0
2024-11-04 06:00:00+00,N623FB,1,378,1988.1613756613756614,0,9,0,0
2024-11-04 06:00:00+00,N625FB,1,673,2078.0832095096582467,0,4,0,0
2024-11-04 07:00:00+00,N623FB,1,826,1946.8523002421307506,1525,0,0,0
2024-11-04 07:00:00+00,N625FB,1,276,2122.1920289855072464,1700,0,0,0
2024-11-04 08:00:00+00,N623FB,1,12,1281.2500000000000000,0,3,0,0
2024-11-04 08:00:00+00,N625FB,1,749,2056.5754339118825100,1675,0,0,0
2024-11-04 09:00:00+00,N625FB,1,594,2174.1161616161616162,0,6,0,0
2024-11-04 15:00:00+00,N621FB,1,691,1776.0853835021707670,0,5,0,0
2024-11-04 16:00:00+00,N621FB,1,75,1913.0000000000000000,1425,0,0,0
2024-11-04 19:00:00+00,N621FB,1,782,1895.1406649616368286,0,3,0,0
2024-11-04 20:00:00+00,N621FB,1,9,997.2222222222222222,0,3,0,0
2024-11-04 20:00:00+00,N624FB,1,109,1892.2018348623853211,0,5,0,0
2024-11-04 21:00:00+00,N624FB,1,785,1881.7515923566878981,1625,0,0,0
2024-11-04 22:00:00+00,N624FB,1,553,1867.6311030741410488,0,3,0,0
2024-11-05 01:00:00+00,N624FB,1,449,2124.2204899777282851,0,4,0,0
2024-11-05 02:00:00+00,N624FB,1,881,2057.7752553916004540,1750,0,0,0
2024-11-05 03:00:00+00,N621FB,1,368,1583.8315217391304348,0,4,0,0
2024-11-05 03:00:00+00,N624FB,1,469,1933.5287846481876333,0,4,0,0
2024-11-05 04:00:00+00,N621FB,1,779,1783.9216944801026958,1400,0,0,0
2024-11-05 04:00:00+00,N624FB,1,1,0.00000000000000000000,0,1,0,0
2024-11-05 05:00:00+00,N621FB,1,62,1730.2419354838709677,0,1,0,0
2024-11-05 05:00:00+00,N624FB,1,814,1738.9434889434889435,0,6,0,0
2024-11-05 06:00:00+00,N621FB,1,456,1643.2017543859649123,0,10,0,0
2024-11-05 06:00:00+00,N624FB,1,638,1821.0031347962382445,0,4,0,0
2024-11-05 07:00:00+00,N621FB,1,778,1655.2699228791773779,1375,0,0,0
2024-11-05 07:00:00+00,N624FB,1,21,1257.1428571428571429,0,7,0,0
2024-11-05 08:00:00+00,N621FB,1,184,1562.5000000000000000,0,3,0,0
2024-11-05 08:00:00+00,N624FB,1,931,1819.0923737916219119,1600,0,0,0
2024-11-05 09:00:00+00,N624FB,1,772,1729.6308290155440415,0,5,0,0
2024-11-05 15:00:00+00,N624FB,1,734,1799.4209809264305177,0,5,0,0
2024-11-05 16:00:00+00,N624FB,1,112,1742.6339285714285714,1350,0,0,0
2024-11-05 16:00:00+00,N625FB,1,274,1888.2299270072992701,0,10,0,0
2024-11-05 17:00:00+00,N625FB,1,404,1952.3514851485148515,1375,0,0,0
2024-11-05 18:00:00+00,N625FB,1,354,1658.5451977401129944,1475,0,0,0
2024-11-05 19:00:00+00,N625FB,1,387,1738.9534883720930233,1375,0,0,0
2024-11-05 22:00:00+00,N621FB,1,368,1973.2336956521739130,0,3,0,0
2024-11-05 23:00:00+00,N621FB,1,904,2054.5353982300884956,1700,0,0,0
2024-11-06 00:00:00+00,N621FB,1,49,1709.6938775510204082,0,4,0,0
2024-11-06 02:00:00+00,N621FB,1,698,2195.6661891117478510,0,6,0,0
2024-11-06 03:00:00+00,N621FB,1,659,2268.2473444613050076,0,2,0,0
2024-11-06 03:00:00+00,N624FB,1,428,1749.4158878504672897,0,6,0,0
2024-11-06 04:00:00+00,N624FB,1,849,1888.1330977620730271,1575,0,0,0
2024-11-06 05:00:00+00,N624FB,1,125,1955.0000000000000000,1575,0,0,0
2024-11-06 05:00:00+00,N625FB,1,818,1976.9865525672371638,0,4,0,0
2024-11-06 06:00:00+00,N624FB,1,402,1952.0522388059701493,0,1,0,0
2024-11-06 06:00:00+00,N625FB,1,683,1961.5666178623718887,0,4,0,0
2024-11-06 07:00:00+00,N624FB,1,881,1782.5482406356413167,1525,0,0,0
2024-11-06 08:00:00+00,N624FB,1,108,2065.2777777777777778,0,2,0,0
2024-11-06 08:00:00+00,N625FB,1,802,2135.6608478802992519,0,7,0,0
2024-11-06 09:00:00+00,N625FB,1,382,2462.0418848167539267,0,4,0,0
2024-11-06 15:00:00+00,N621FB,1,450,1986.4444444444444444,0,7,0,0
2024-11-06 16:00:00+00,N621FB,1,410,1988.2317073170731707,0,2,0,0
2024-11-06 17:00:00+00,N623FB,2,352,1960.3693181818181818,0,7,0,0
2024-11-06 18:00:00+00,N623FB,2,591,2079.6108291032148900,0,4,0,0
2024-11-06 22:00:00+00,N624FB,1,755,2058.7748344370860927,0,9,0,0
2024-11-06 23:00:00+00,N624FB,1,740,1810.0337837837837838,0,3,0,0
2024-11-07 01:00:00+00,N624FB,1,136,1620.0367647058823529,0,10,0,0
2024-11-07 02:00:00+00,N624FB,1,989,2388.7259858442871587,1500,0,0,0
2024-11-07 03:00:00+00,N624FB,1,504,1932.2916666666666667,0,4,0,0
2024-11-07 03:00:00+00,N625FB,1,438,1614.7831050228310502,0,5,0,0
2024-11-07 04:00:00+00,N624FB,1,4,0.00000000000000000000,0,4,0,0
2024-11-07 04:00:00+00,N625FB,1,874,1579.0045766590389016,1275,0,0,0
2024-11-07 05:00:00+00,N624FB,1,1035,1789.1062801932367150,0,8,0,0
2024-11-07 05:00:00+00,N625FB,1,265,1487.6415094339622642,1250,0,0,0
2024-11-07 06:00:00+00,N624FB,1,647,1857.3802163833075734,0,4,0,0
2024-11-07 06:00:00+00,N625FB,1,441,1748.4126984126984127,0,3,0,0
2024-11-07 07:00:00+00,N624FB,1,123,1706.7073170731707317,0,13,0,0
2024-11-07 07:00:00+00,N625FB,1,881,1584.4211123723041998,1350,0,0,0
2024-11-07 08:00:00+00,N624FB,1,961,1707.1279916753381894,1500,0,0,0
2024-11-07 08:00:00+00,N625FB,1,5,275.0000000000000000,0,4,0,0
2024-11-07 09:00:00+00,N624FB,1,616,1803.0844155844155844,0,3,0,0
2024-11-07 15:00:00+00,N621FB,1,182,1871.1538461538461538,0,19,0,0
2024-11-07 16:00:00+00,N621FB,1,612,1679.6160130718954248,0,3,0,0
2024-11-07 18:00:00+00,N621FB,1,650,1728.6153846153846154,0,6,0,0
2024-11-07 19:00:00+00,N621FB,1,130,1745.5769230769230769,0,3,0,0
2024-11-07 20:00:00+00,N624FB,1,922,2264.5336225596529284,0,9,0,0
2024-11-07 21:00:00+00,N624FB,1,654,1973.1651376146788991,0,4,0,0
2024-11-08 01:00:00+00,N624FB,1,412,1637.3786407766990291,0,4,0,0
2024-11-08 02:00:00+00,N624FB,1,969,1808.9525283797729618,1500,0,0,0
2024-11-08 03:00:00+00,N621FB,1,493,1686.9168356997971602,0,17,0,0
2024-11-08 03:00:00+00,N624FB,1,249,1703.2128514056224900,0,3,0,0
2024-11-08 04:00:00+00,N621FB,1,957,1505.3552769070010449,1225,0,0,0
2024-11-08 04:00:00+00,N624FB,1,1,0.00000000000000000000,0,1,0,0
